epoch_index,timestamp_start,timestamp_end,predicted_stage,confidence,prob_Wake,prob_REM,prob_Light,prob_Deep
351,10530.0,10559.6,Wake,1.0,1.0,0.0,0.0,0.0
352,10560.0,10589.6,Wake,1.0,1.0,0.0,0.0,0.0
353,10590.0,10619.6,Wake,1.0,1.0,0.0,0.0,0.0
354,10620.0,10649.6,Wake,1.0,1.0,0.0,0.0,0.0
355,10650.0,10679.6,Wake,1.0,1.0,0.0,0.0,0.0
356,10680.0,10709.6,Wake,1.0,1.0,0.0,0.0,0.0
357,10710.0,10739.6,Wake,1.0,1.0,0.0,0.0,0.0
358,10740.0,10769.6,Wake,1.0,1.0,0.0,0.0,0.0
359,10770.0,10799.6,Wake,1.0,1.0,0.0,0.0,0.0
360,10800.0,10829.6,Wake,1.0,1.0,0.0,0.0,0.0
361,10830.0,10859.6,Wake,1.0,1.0,0.0,0.0,0.0
362,10860.0,10889.6,Wake,1.0,1.0,0.0,0.0,0.0
363,10890.0,10919.6,Wake,1.0,1.0,0.0,0.0,0.0
364,10920.0,10949.6,Wake,1.0,1.0,0.0,0.0,0.0
365,10950.0,10979.6,Wake,1.0,1.0,0.0,0.0,0.0
366,10980.0,11009.6,Wake,1.0,1.0,0.0,0.0,0.0
367,11010.0,11039.6,Wake,0.9986,0.9986,0.0005,0.0005,0.0005
368,11040.0,11069.6,Wake,1.0,1.0,0.0,0.0,0.0
369,11070.0,11099.6,Wake,1.0,1.0,0.0,0.0,0.0
370,11100.0,11129.6,Wake,0.9421,0.9421,0.0193,0.0193,0.0193
371,11130.0,11159.6,Wake,0.9345,0.9345,0.0218,0.0218,0.0218
372,11160.0,11189.6,Wake,0.9361,0.9361,0.0213,0.0213,0.0213
373,11190.0,11219.6,Wake,0.9188,0.9188,0.0271,0.0271,0.0271
374,11220.0,11249.6,Wake,0.9538,0.9538,0.0154,0.0154,0.0154
375,11250.0,11279.6,Wake,0.931,0.931,0.023,0.023,0.023
376,11280.0,11309.6,Wake,0.9387,0.9387,0.0204,0.0204,0.0204
377,11310.0,11339.6,Wake,0.9608,0.9608,0.0131,0.0131,0.0131
378,11340.0,11369.6,Wake,0.9,0.9,0.0333,0.0333,0.0333
379,11370.0,11399.6,Wake,0.9593,0.9593,0.0136,0.0136,0.0136
380,11400.0,11429.6,Wake,0.9435,0.9435,0.0188,0.0188,0.0188
381,11430.0,11459.6,Wake,0.9363,0.9363,0.0212,0.0212,0.0212
382,11460.0,11489.6,Wake,0.9484,0.9484,0.0172,0.0172,0.0172
383,11490.0,11519.6,Wake,0.943,0.943,0.019,0.019,0.019
384,11520.0,11549.6,Wake,0.9448,0.9448,0.0184,0.0184,0.0184
385,11550.0,11579.6,Wake,0.9515,0.9515,0.0162,0.0162,0.0162
386,11580.0,11609.6,Wake,0.941,0.941,0.0197,0.0197,0.0197
387,11610.0,11639.6,Wake,0.9412,0.9412,0.0196,0.0196,0.0196
388,11640.0,11669.6,Wake,0.9186,0.9186,0.0271,0.0271,0.0271
389,11670.0,11699.6,Wake,0.9288,0.9288,0.0237,0.0237,0.0237
390,11700.0,11729.6,Wake,0.9402,0.9402,0.0199,0.0199,0.0199
391,11730.0,11759.6,Wake,0.9394,0.9394,0.0202,0.0202,0.0202
392,11760.0,11789.6,Wake,0.9401,0.9401,0.02,0.02,0.02
393,11790.0,11819.6,Wake,0.943,0.943,0.019,0.019,0.019
394,11820.0,11849.6,Wake,0.9666,0.9666,0.0111,0.0111,0.0111
395,11850.0,11879.6,Wake,0.9485,0.9485,0.0172,0.0172,0.0172
396,11880.0,11909.6,Wake,0.9199,0.9199,0.0267,0.0267,0.0267
397,11910.0,11939.6,Wake,0.9492,0.9492,0.0169,0.0169,0.0169
398,11940.0,11969.6,Wake,0.9343,0.9343,0.0219,0.0219,0.0219
399,11970.0,11999.6,Wake,0.9172,0.9172,0.0276,0.0276,0.0276
400,12000.0,12029.6,Wake,0.9375,0.9375,0.0208,0.0208,0.0208
401,12030.0,12059.6,Wake,0.9408,0.9408,0.0197,0.0197,0.0197
402,12060.0,12089.6,Wake,0.9339,0.9339,0.022,0.022,0.022
403,12090.0,12119.6,Wake,0.9149,0.9149,0.0284,0.0284,0.0284
404,12120.0,12149.6,Wake,0.9614,0.9614,0.0129,0.0129,0.0129
405,12150.0,12179.6,Wake,0.9388,0.9388,0.0204,0.0204,0.0204
406,12180.0,12209.6,Wake,0.9176,0.9176,0.0275,0.0275,0.0275
407,12210.0,12239.6,Wake,0.9247,0.9247,0.0251,0.0251,0.0251
408,12240.0,12269.6,Wake,0.9427,0.9427,0.0191,0.0191,0.0191
409,12270.0,12299.6,Wake,0.9463,0.9463,0.0179,0.0179,0.0179
410,12300.0,12329.6,Wake,0.9068,0.9068,0.0311,0.0311,0.0311
411,12330.0,12359.6,Wake,0.9429,0.9429,0.019,0.019,0.019
412,12360.0,12389.6,Wake,0.9393,0.9393,0.0202,0.0202,0.0202
413,12390.0,12419.6,Wake,0.9301,0.9301,0.0233,0.0233,0.0233
414,12420.0,12449.6,Wake,0.9468,0.9468,0.0177,0.0177,0.0177
415,12450.0,12479.6,Wake,0.9393,0.9393,0.0202,0.0202,0.0202
416,12480.0,12509.6,Wake,0.9536,0.9536,0.0155,0.0155,0.0155
417,12510.0,12539.6,Wake,0.9342,0.9342,0.0219,0.0219,0.0219
418,12540.0,12569.6,Wake,0.9536,0.9536,0.0155,0.0155,0.0155
419,12570.0,12599.6,Wake,0.9427,0.9427,0.0191,0.0191,0.0191
420,12600.0,12629.6,Wake,0.9675,0.9675,0.0108,0.0108,0.0108
421,12630.0,12659.6,Wake,0.9415,0.9415,0.0195,0.0195,0.0195
422,12660.0,12689.6,Wake,0.9414,0.9414,0.0195,0.0195,0.0195
423,12690.0,12719.6,Wake,0.9456,0.9456,0.0181,0.0181,0.0181
424,12720.0,12749.6,Wake,0.9594,0.9594,0.0135,0.0135,0.0135
425,12750.0,12779.6,Wake,0.9361,0.9361,0.0213,0.0213,0.0213
426,12780.0,12809.6,Wake,0.939,0.939,0.0203,0.0203,0.0203
427,12810.0,12839.6,Wake,0.9303,0.9303,0.0232,0.0232,0.0232
428,12840.0,12869.6,Wake,0.9542,0.9542,0.0153,0.0153,0.0153
429,12870.0,12899.6,Wake,0.9135,0.9135,0.0288,0.0288,0.0288
430,12900.0,12929.6,Wake,0.9566,0.9566,0.0145,0.0145,0.0145
431,12930.0,12959.6,Wake,0.9362,0.9362,0.0213,0.0213,0.0213
432,12960.0,12989.6,Wake,0.9516,0.9516,0.0161,0.0161,0.0161
433,12990.0,13019.6,Wake,0.9442,0.9442,0.0186,0.0186,0.0186
434,13020.0,13049.6,Wake,0.9673,0.9673,0.0109,0.0109,0.0109
435,13050.0,13079.6,Wake,0.9404,0.9404,0.0199,0.0199,0.0199
436,13080.0,13109.6,Wake,0.9354,0.9354,0.0215,0.0215,0.0215
437,13110.0,13139.6,Wake,0.9142,0.9142,0.0286,0.0286,0.0286
438,13140.0,13169.6,Wake,0.9287,0.9287,0.0238,0.0238,0.0238
439,13170.0,13199.6,Wake,0.934,0.934,0.022,0.022,0.022
440,13200.0,13229.6,Wake,0.941,0.941,0.0197,0.0197,0.0197
441,13230.0,13259.6,Wake,0.9159,0.9159,0.028,0.028,0.028
442,13260.0,13289.6,Wake,0.9319,0.9319,0.0227,0.0227,0.0227
443,13290.0,13319.6,Wake,0.9352,0.9352,0.0216,0.0216,0.0216
444,13320.0,13349.6,Wake,0.9364,0.9364,0.0212,0.0212,0.0212
445,13350.0,13379.6,Wake,0.9446,0.9446,0.0185,0.0185,0.0185
446,13380.0,13409.6,Wake,0.9505,0.9505,0.0165,0.0165,0.0165
447,13410.0,13439.6,Wake,0.9269,0.9269,0.0244,0.0244,0.0244
448,13440.0,13469.6,Wake,0.9611,0.9611,0.013,0.013,0.013
449,13470.0,13499.6,Wake,0.9312,0.9312,0.0229,0.0229,0.0229
450,13500.0,13529.6,Wake,0.9378,0.9378,0.0207,0.0207,0.0207
451,13530.0,13559.6,Wake,0.9541,0.9541,0.0153,0.0153,0.0153
452,13560.0,13589.6,Wake,0.9248,0.9248,0.0251,0.0251,0.0251
453,13590.0,13619.6,Wake,0.9164,0.9164,0.0279,0.0279,0.0279
454,13620.0,13649.6,Wake,0.935,0.935,0.0217,0.0217,0.0217
455,13650.0,13679.6,Wake,0.943,0.943,0.019,0.019,0.019
456,13680.0,13709.6,Wake,0.9623,0.9623,0.0126,0.0126,0.0126
457,13710.0,13739.6,Wake,0.9318,0.9318,0.0227,0.0227,0.0227
458,13740.0,13769.6,Wake,0.9625,0.9625,0.0125,0.0125,0.0125
459,13770.0,13799.6,Wake,0.9484,0.9484,0.0172,0.0172,0.0172
460,13800.0,13829.6,Wake,0.9427,0.9427,0.0191,0.0191,0.0191
461,13830.0,13859.6,Wake,0.9438,0.9438,0.0187,0.0187,0.0187
462,13860.0,13889.6,Wake,0.9412,0.9412,0.0196,0.0196,0.0196
463,13890.0,13919.6,Wake,0.9521,0.9521,0.016,0.016,0.016
464,13920.0,13949.6,Wake,0.9285,0.9285,0.0238,0.0238,0.0238
465,13950.0,13979.6,Wake,0.9396,0.9396,0.0201,0.0201,0.0201
466,13980.0,14009.6,Wake,0.9527,0.9527,0.0158,0.0158,0.0158
467,14010.0,14039.6,Wake,0.9488,0.9488,0.0171,0.0171,0.0171
468,14040.0,14069.6,Wake,0.9404,0.9404,0.0199,0.0199,0.0199
469,14070.0,14099.6,Wake,0.9318,0.9318,0.0227,0.0227,0.0227
470,14100.0,14129.6,Wake,0.9362,0.9362,0.0213,0.0213,0.0213
471,14130.0,14159.6,Wake,0.9414,0.9414,0.0195,0.0195,0.0195
472,14160.0,14189.6,Wake,0.9261,0.9261,0.0246,0.0246,0.0246
473,14190.0,14219.6,Wake,0.9399,0.9399,0.02,0.02,0.02
474,14220.0,14249.6,Wake,0.9346,0.9346,0.0218,0.0218,0.0218
475,14250.0,14279.6,Wake,0.954,0.954,0.0153,0.0153,0.0153
476,14280.0,14309.6,Wake,0.9375,0.9375,0.0208,0.0208,0.0208
477,14310.0,14339.6,Wake,0.9268,0.9268,0.0244,0.0244,0.0244
478,14340.0,14369.6,Wake,0.9426,0.9426,0.0191,0.0191,0.0191
479,14370.0,14399.6,Wake,0.9415,0.9415,0.0195,0.0195,0.0195
480,14400.0,14429.6,Wake,0.947,0.947,0.0177,0.0177,0.0177
481,14430.0,14459.6,Wake,0.9323,0.9323,0.0226,0.0226,0.0226
482,14460.0,14489.6,Wake,0.9183,0.9183,0.0272,0.0272,0.0272
483,14490.0,14519.6,Wake,0.929,0.929,0.0237,0.0237,0.0237
484,14520.0,14549.6,Wake,0.9494,0.9494,0.0169,0.0169,0.0169
485,14550.0,14579.6,Wake,0.9392,0.9392,0.0203,0.0203,0.0203
486,14580.0,14609.6,Wake,0.9375,0.9375,0.0208,0.0208,0.0208
487,14610.0,14639.6,Wake,0.9228,0.9228,0.0257,0.0257,0.0257
488,14640.0,14669.6,Wake,0.9252,0.9252,0.0249,0.0249,0.0249
489,14670.0,14699.6,Wake,0.967,0.967,0.011,0.011,0.011
490,14700.0,14729.6,Wake,0.9095,0.9095,0.0302,0.0302,0.0302
491,14730.0,14759.6,Wake,0.9443,0.9443,0.0186,0.0186,0.0186
492,14760.0,14789.6,Wake,0.9382,0.9382,0.0206,0.0206,0.0206
493,14790.0,14819.6,Wake,0.937,0.937,0.021,0.021,0.021
494,14820.0,14849.6,Wake,0.9462,0.9462,0.0179,0.0179,0.0179
495,14850.0,14879.6,Wake,0.9451,0.9451,0.0183,0.0183,0.0183
496,14880.0,14909.6,Wake,0.9389,0.9389,0.0204,0.0204,0.0204
497,14910.0,14939.6,Wake,0.9442,0.9442,0.0186,0.0186,0.0186
498,14940.0,14969.6,Wake,0.9423,0.9423,0.0192,0.0192,0.0192
499,14970.0,14999.6,Wake,0.9505,0.9505,0.0165,0.0165,0.0165
500,15000.0,15029.6,Wake,0.9454,0.9454,0.0182,0.0182,0.0182
501,15030.0,15059.6,Wake,0.9291,0.9291,0.0236,0.0236,0.0236
502,15060.0,15089.6,Wake,0.9295,0.9295,0.0235,0.0235,0.0235
503,15090.0,15119.6,Wake,0.947,0.947,0.0177,0.0177,0.0177
504,15120.0,15149.6,Wake,0.9365,0.9365,0.0212,0.0212,0.0212
505,15150.0,15179.6,Wake,0.959,0.959,0.0137,0.0137,0.0137
506,15180.0,15209.6,Wake,0.9263,0.9263,0.0246,0.0246,0.0246
507,15210.0,15239.6,Wake,0.9306,0.9306,0.0231,0.0231,0.0231
508,15240.0,15269.6,Wake,0.932,0.932,0.0227,0.0227,0.0227
509,15270.0,15299.6,Wake,0.9379,0.9379,0.0207,0.0207,0.0207
510,15300.0,15329.6,Wake,0.9361,0.9361,0.0213,0.0213,0.0213
511,15330.0,15359.6,Wake,0.9415,0.9415,0.0195,0.0195,0.0195
512,15360.0,15389.6,Wake,0.9531,0.9531,0.0156,0.0156,0.0156
513,15390.0,15419.6,Wake,0.9521,0.9521,0.016,0.016,0.016
514,15420.0,15449.6,Wake,0.9389,0.9389,0.0204,0.0204,0.0204
515,15450.0,15479.6,Wake,0.9351,0.9351,0.0216,0.0216,0.0216
516,15480.0,15509.6,Wake,0.9261,0.9261,0.0246,0.0246,0.0246
517,15510.0,15539.6,Wake,0.9518,0.9518,0.0161,0.0161,0.0161
518,15540.0,15569.6,Wake,0.9238,0.9238,0.0254,0.0254,0.0254
519,15570.0,15599.6,Wake,0.9681,0.9681,0.0106,0.0106,0.0106
520,15600.0,15629.6,Wake,0.966,0.966,0.0113,0.0113,0.0113
521,15630.0,15659.6,Wake,0.9465,0.9465,0.0178,0.0178,0.0178
522,15660.0,15689.6,Wake,0.9375,0.9375,0.0208,0.0208,0.0208
523,15690.0,15719.6,Wake,0.9152,0.9152,0.0283,0.0283,0.0283
524,15720.0,15749.6,Wake,0.9246,0.9246,0.0251,0.0251,0.0251
525,15750.0,15779.6,Wake,0.9506,0.9506,0.0165,0.0165,0.0165
526,15780.0,15809.6,Wake,0.9464,0.9464,0.0179,0.0179,0.0179
527,15810.0,15839.6,Wake,0.9368,0.9368,0.0211,0.0211,0.0211
528,15840.0,15869.6,Wake,0.9397,0.9397,0.0201,0.0201,0.0201
529,15870.0,15899.6,Wake,0.9548,0.9548,0.0151,0.0151,0.0151
530,15900.0,15929.6,Wake,0.9268,0.9268,0.0244,0.0244,0.0244
531,15930.0,15959.6,Wake,0.9401,0.9401,0.02,0.02,0.02
532,15960.0,15989.6,Wake,0.9377,0.9377,0.0208,0.0208,0.0208
533,15990.0,16019.6,Wake,0.9251,0.9251,0.025,0.025,0.025
534,16020.0,16049.6,Wake,0.9205,0.9205,0.0265,0.0265,0.0265
535,16050.0,16079.6,Wake,0.957,0.957,0.0143,0.0143,0.0143
536,16080.0,16109.6,Wake,0.9441,0.9441,0.0186,0.0186,0.0186
537,16110.0,16139.6,Wake,0.9688,0.9688,0.0104,0.0104,0.0104
538,16140.0,16169.6,Wake,0.9489,0.9489,0.017,0.017,0.017
539,16170.0,16199.6,Wake,0.9371,0.9371,0.021,0.021,0.021
540,16200.0,16229.6,Wake,0.9345,0.9345,0.0218,0.0218,0.0218
541,16230.0,16259.6,Wake,0.9457,0.9457,0.0181,0.0181,0.0181
542,16260.0,16289.6,Wake,0.9477,0.9477,0.0174,0.0174,0.0174
543,16290.0,16319.6,Wake,0.9568,0.9568,0.0144,0.0144,0.0144
544,16320.0,16349.6,Wake,0.9483,0.9483,0.0172,0.0172,0.0172
545,16350.0,16379.6,Wake,0.9486,0.9486,0.0171,0.0171,0.0171
546,16380.0,16409.6,Wake,0.9344,0.9344,0.0219,0.0219,0.0219
547,16410.0,16439.6,Wake,0.947,0.947,0.0177,0.0177,0.0177
548,16440.0,16469.6,Wake,0.9184,0.9184,0.0272,0.0272,0.0272
549,16470.0,16499.6,Wake,0.9485,0.9485,0.0172,0.0172,0.0172
550,16500.0,16529.6,Wake,0.9409,0.9409,0.0197,0.0197,0.0197
551,16530.0,16559.6,Wake,0.9638,0.9638,0.0121,0.0121,0.0121
552,16560.0,16589.6,Wake,0.941,0.941,0.0197,0.0197,0.0197
553,16590.0,16619.6,Wake,0.9258,0.9258,0.0247,0.0247,0.0247
554,16620.0,16649.6,Wake,0.9321,0.9321,0.0226,0.0226,0.0226
555,16650.0,16679.6,Wake,0.9504,0.9504,0.0165,0.0165,0.0165
556,16680.0,16709.6,Wake,0.9254,0.9254,0.0249,0.0249,0.0249
557,16710.0,16739.6,Wake,0.9209,0.9209,0.0264,0.0264,0.0264
558,16740.0,16769.6,Wake,0.9321,0.9321,0.0226,0.0226,0.0226
559,16770.0,16799.6,Wake,0.9364,0.9364,0.0212,0.0212,0.0212
560,16800.0,16829.6,Wake,0.9286,0.9286,0.0238,0.0238,0.0238
561,16830.0,16859.6,Wake,0.9455,0.9455,0.0182,0.0182,0.0182
562,16860.0,16889.6,Wake,0.9315,0.9315,0.0228,0.0228,0.0228
563,16890.0,16919.6,Wake,0.9569,0.9569,0.0144,0.0144,0.0144
